gt-OVA1.xml	mt-OVA1.xml	gt-OVA2.xml	mt-OVA2.xml	gt-OVA3.xml	mt-OVA3.xml	gt-XMA-c.xml	mt-XMA-c.xml	gt-XMA-p.xml	mt-XMA-p.xml	gt-XMD.xml	mt-XMD.xml	gt-MSH.xml	mt-MSH.xml	gt-NTH.xml	mt-NTH.xml	gt-100-100.xml	mt-100-100.xml	gt-100-200.xml	mt-100-200.xml	gt-100-1000.xml	mt-100-1000.xml	gt-0-0.xml	mt-0-0.xml	gt-10-5.xml	mt-10-5.xml	gt-20-20.xml	mt-20-20.xml	gt-30-45.xml	mt-30-45.xml	gt-40-80.xml	mt-40-80.xml	gt-50-125.xml	mt-50-125.xml	gt-60-180.xml	mt-60-180.xml	gt-70-245.xml	mt-70-245.xml	gt-80-320.xml	mt-80-320.xml	gt-90-405.xml	mt-90-405.xml	gt-100-500.xml	mt-100-500.xml	
1	1	2	2	34	53	229	76	8414	10252	1121	380	632	203	547	799	3	3	4	4	33	17	1	0	2	0	1	1	1	1	2	1	2	2	3	3	4	4	5	6	6	8	8	9
2	0	2	2	36	52	127	82	6704	9628	1042	381	529	209	464	1019	3	2	4	4	15	19	1	0	1	0	1	1	1	1	2	2	2	3	4	3	5	4	5	6	6	8	8	9
2	0	2	2	36	53	127	87	6606	9699	1041	382	325	208	462	1018	3	2	6	4	18	19	0	1	0	1	1	0	2	1	2	1	3	2	4	3	5	4	6	5	6	7	7	9
1	1	3	1	35	52	126	81	6613	9596	571	1014	775	194	238	1100	3	3	4	4	15	20	1	0	1	0	2	0	1	1	2	2	3	2	4	4	4	5	6	6	7	8	8	10
2	1	2	2	36	52	216	78	8616	10201	1140	380	324	208	467	1019	3	3	4	4	16	19	0	0	1	0	1	1	1	1	2	2	3	2	4	3	4	5	5	6	6	7	7	9
1	1	2	2	35	52	126	82	6531	9702	1039	383	324	210	461	1019	3	2	5	4	16	18	1	0	1	0	1	1	1	1	2	2	3	2	4	3	4	5	5	6	7	7	7	9
1	1	2	2	35	53	126	81	6576	9234	1206	381	329	209	458	1014	3	2	4	4	15	18	1	0	1	0	1	1	1	1	2	2	2	3	3	3	4	4	5	6	6	7	7	10
2	0	2	2	35	52	126	81	7506	9622	1246	757	409	599	243	1691	3	3	4	4	19	22	1	0	1	0	1	1	2	1	2	1	4	2	4	3	5	5	9	8	7	8	9	11
1	1	2	2	35	52	155	337	9638	10645	1200	385	752	197	238	1118	3	2	4	4	15	18	0	0	0	0	0	1	1	1	1	2	3	2	3	4	4	5	5	6	7	7	7	9
1	1	2	2	35	151	127	81	8342	10587	1045	381	629	202	246	1110	4	2	3	4	14	19	1	0	1	0	1	1	1	1	2	2	3	2	3	4	4	5	5	6	7	7	8	9
1	1	2	2	36	52	127	83	6829	9923	1315	379	627	198	239	1108	3	2	5	4	16	18	1	0	1	1	2	0	2	1	3	2	3	3	4	4	4	5	6	6	6	8	8	9
2	1	2	52	36	52	127	80	7881	10656	356	1291	328	496	237	1079	9	3	4	5	15	23	1	0	1	0	1	1	2	1	2	2	3	3	3	4	4	6	6	6	7	7	7	9
1	1	2	2	37	53	244	76	8412	10598	1179	380	717	198	237	1133	3	2	4	4	18	19	1	0	1	0	1	1	2	1	2	3	2	2	5	3	4	5	5	6	7	8	9	9
2	1	52	2	35	52	126	81	7850	10627	1034	380	331	225	458	1026	4	2	5	4	16	18	0	0	1	0	1	1	1	1	2	2	3	2	4	3	4	5	6	6	6	7	8	9
2	0	2	2	35	53	131	90	6576	9576	1055	383	326	211	462	1027	4	2	4	5	15	19	1	0	1	1	3	0	2	1	2	2	3	3	3	3	5	4	6	5	6	7	8	9
2	0	3	2	36	55	128	82	6643	9725	1053	391	326	210	465	1025	4	2	4	4	15	19	1	0	1	0	1	0	1	1	2	1	2	3	3	4	4	4	5	6	6	7	7	10
2	0	2	2	35	53	126	82	6628	9323	1211	390	759	200	241	1135	3	3	6	4	17	18	1	0	0	1	1	0	2	1	2	1	3	2	3	3	4	5	5	6	7	7	8	9
2	0	2	2	105	50	127	83	8353	10766	1207	386	752	200	243	1125	10	4	4	4	16	19	1	0	1	0	1	0	1	1	2	1	3	2	3	4	4	4	5	6	7	9	8	10
3	0	2	2	96	51	127	81	7980	10808	1295	382	656	199	238	1108	3	2	5	4	15	19	1	0	1	0	1	1	1	1	2	1	2	2	3	3	4	4	5	6	6	8	8	9
2	0	2	2	93	50	126	81	8219	10618	1283	382	726	198	242	1106	3	3	5	3	15	19	1	0	1	0	1	1	1	1	2	2	2	3	3	4	4	5	5	6	7	7	8	9
1	1	2	2	35	155	126	81	8087	10373	243	1423	608	197	235	1101	3	2	4	5	18	19	0	0	0	0	0	1	1	1	1	2	3	2	3	4	4	4	5	6	7	7	8	9
2	1	2	2	35	149	125	82	8333	10414	1181	735	395	631	385	1658	3	3	4	4	15	21	0	1	0	1	1	0	2	0	1	2	3	2	3	3	6	4	6	5	6	7	8	9
2	0	2	3	53	102	129	285	9450	10771	240	1349	705	195	237	1081	3	2	5	4	16	19	1	0	1	0	1	1	2	1	2	2	3	3	4	3	5	4	6	6	6	7	8	8
1	1	2	2	36	51	226	77	8679	10332	1062	382	590	203	240	1045	3	2	4	4	15	19	1	0	1	0	1	1	1	14	2	1	3	3	3	3	4	4	5	6	6	7	8	9
2	0	2	2	35	53	129	82	6674	9871	1041	384	324	210	463	1019	3	2	4	4	15	19	1	0	1	0	1	0	1	1	2	1	2	2	3	3	4	4	6	5	6	7	7	9
1	1	2	2	35	52	127	82	6563	9241	1202	381	760	198	241	1117	3	2	5	4	15	19	1	0	1	0	1	1	2	1	2	2	2	3	3	4	5	4	6	6	7	8	7	9
1	1	2	2	35	139	130	82	8337	10752	1198	380	711	199	241	1128	3	3	4	5	16	19	1	0	1	0	1	0	1	1	2	2	3	3	4	4	4	4	5	5	6	7	7	9
1	1	2	2	84	52	126	81	7882	10799	1059	380	592	202	238	1055	3	2	5	3	14	19	0	0	1	0	1	0	1	1	2	1	2	2	3	3	4	4	6	6	7	7	8	9
1	1	2	2	36	53	126	81	6783	9743	1100	382	664	204	236	1051	3	2	4	4	15	19	1	0	1	0	1	1	1	1	2	19	2	2	4	3	4	5	5	6	7	7	7	10
1	1	2	2	35	53	127	82	6804	9599	1112	381	684	201	237	1114	3	3	4	5	17	19	0	0	0	0	1	0	1	1	2	1	2	2	3	3	4	5	5	6	7	7	8	9
1	1	2	2	36	51	127	81	7636	10552	620	950	660	198	235	1103	3	2	4	4	15	18	0	0	0	0	1	0	2	0	1	2	3	2	4	3	4	5	5	6	7	7	7	10
2	1	2	2	101	51	125	83	8249	10633	1047	382	324	209	461	1017	3	2	6	4	14	19	1	0	1	0	1	1	1	1	2	2	2	3	3	4	4	4	5	6	6	8	8	9
2	0	2	2	35	52	125	81	6577	9693	1182	379	733	198	237	1126	4	2	4	4	16	18	1	0	1	0	1	0	2	1	2	1	2	2	3	3	5	4	6	5	6	7	7	9
2	1	2	2	93	52	126	81	7933	10549	312	1341	737	195	236	1087	3	2	4	4	15	19	1	0	1	0	1	0	1	1	2	1	2	2	4	3	4	5	6	5	6	7	8	9
1	1	3	1	34	53	223	77	8349	10586	490	1113	477	205	481	799	4	2	4	5	14	19	1	0	1	0	1	0	2	1	2	2	2	3	3	3	5	4	6	6	7	8	8	9
2	1	3	2	35	52	126	81	6667	10407	1044	381	326	208	463	1017	3	3	4	4	15	18	0	0	1	0	1	1	2	0	1	2	3	2	4	3	4	5	5	6	7	7	8	9
