Known optimum reached.
Time,Quality,AMs
Time,Quality,AMs
106,0.6560000000000004,44
479,0.6560000000000004,44
917,0.6560000000000004,44
1473,0.7020000000000004,45
1879,0.7020000000000004,45
2367,0.7020000000000004,45
2916,0.7260000000000004,45
Known optimum reached.
Time,Quality,AMs
103,0.6140000000000003,41
478,0.6140000000000003,41
913,0.6140000000000003,41
1491,0.6760000000000005,42
1888,0.6760000000000005,42
2361,0.6760000000000005,42
2907,0.7140000000000004,45
3339,0.7140000000000004,45
3866,0.7140000000000004,45
4456,0.7140000000000004,45
4915,0.7140000000000004,45
5497,0.7140000000000004,45
6154,0.7260000000000004,45
Known optimum reached.
Time,Quality,AMs
108,0.6400000000000003,40
477,0.6400000000000003,40
909,0.6400000000000003,40
1454,0.7040000000000004,42
1853,0.7040000000000004,42
2332,0.7040000000000004,42
3020,0.7080000000000003,40
3447,0.7080000000000003,40
3962,0.7080000000000003,40
4587,0.7260000000000004,43
Known optimum reached.
Time,Quality,AMs
103,0.6500000000000005,39
465,0.6500000000000005,39
882,0.6500000000000005,39
1404,0.7000000000000004,40
1790,0.7000000000000004,40
2246,0.7000000000000004,40
2780,0.7160000000000004,42
3196,0.7160000000000004,42
3698,0.7160000000000004,42
4273,0.7260000000000004,43
Known optimum reached.
Time,Quality,AMs
105,0.6200000000000004,42
474,0.6200000000000004,42
905,0.6200000000000004,42
1455,0.6980000000000004,43
1871,0.6980000000000004,43
2347,0.6980000000000004,43
2901,0.7120000000000004,44
3338,0.7120000000000004,44
3867,0.7120000000000004,44
4478,0.7260000000000004,43
Maximum time exceeded.
Time,Quality,AMs
102,0.6500000000000004,41
472,0.6500000000000004,41
900,0.6500000000000004,41
1425,0.6880000000000005,42
1824,0.6880000000000005,42
2302,0.6880000000000005,42
2860,0.7000000000000005,42
3287,0.7000000000000005,42
3805,0.7000000000000005,42
4434,0.7000000000000005,42
4893,0.7000000000000005,42
5451,0.7000000000000005,42
6102,0.7000000000000005,42
6591,0.7000000000000005,42
7193,0.7000000000000005,42
7927,0.7000000000000005,42
8451,0.7000000000000005,42
9111,0.7000000000000005,42
9871,0.7000000000000005,42
Known optimum reached.
Time,Quality,AMs
105,0.6460000000000004,43
475,0.6460000000000004,43
908,0.6460000000000004,43
1420,0.7120000000000004,44
1821,0.7120000000000004,44
2299,0.7120000000000004,44
2852,0.7260000000000004,43
Known optimum reached.
Time,Quality,AMs
105,0.6200000000000003,42
474,0.6200000000000003,42
898,0.6200000000000003,42
1444,0.7260000000000004,45
